Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,NumCompaniesWorked,MonthlyIncome,OverTime,PercentSalaryHike,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
38.0,No,Travel_Frequently,Research & Development,1.0,4.0,Male,3.0,Research Scientist,4.0,7.0,4735.0,No,15.0,4.0,13.0,11.0,2.0
33.0,No,Travel_Rarely,Research & Development,1.0,,Male,2.0,Research Scientist,1.0,3.0,2799.0,Yes,11.0,3.0,3.0,2.0,0.0
45.0,No,Travel_Frequently,Research & Development,7.0,1.0,,4.0,Manufacturing Director,3.0,4.0,6434.0,No,17.0,3.0,3.0,2.0,0.0
27.0,No,,Sales,2.0,1.0,Female,4.0,Sales Executive,3.0,0.0,6500.0,No,14.0,2.0,8.0,7.0,0.0
,Yes,Travel_Rarely,,24.0,1.0,Female,2.0,Sales Executive,2.0,0.0,4599.0,Yes,23.0,4.0,15.0,9.0,10.0
29.0,No,Travel_Rarely,Research & Development,2.0,3.0,Male,3.0,Research Scientist,2.0,,2703.0,No,23.0,3.0,5.0,4.0,0.0
,No,Travel_Rarely,Sales,6.0,2.0,Male,3.0,Sales Executive,3.0,1.0,5010.0,No,16.0,3.0,11.0,8.0,5.0
46.0,No,Travel_Rarely,Sales,3.0,1.0,Male,3.0,Manager,,3.0,17465.0,No,12.0,3.0,12.0,9.0,4.0
39.0,Yes,Travel_Rarely,Sales,5.0,4.0,Male,3.0,Sales Representative,4.0,3.0,2086.0,No,14.0,4.0,1.0,0.0,0.0
44.0,No,Travel_Rarely,Research & Development,28.0,4.0,Male,3.0,Research Director,1.0,3.0,16328.0,No,13.0,4.0,20.0,6.0,14.0
40.0,No,Travel_Rarely,,6.0,2.0,Female,3.0,Manufacturing Director,3.0,7.0,13237.0,No,15.0,3.0,20.0,,5.0
,No,Travel_Rarely,Sales,18.0,1.0,Female,3.0,Manager,2.0,3.0,16835.0,No,23.0,3.0,10.0,,7.0
41.0,No,Travel_Frequently,Research & Development,9.0,1.0,Male,3.0,Research Director,3.0,2.0,19419.0,No,17.0,4.0,18.0,16.0,0.0
43.0,Yes,Travel_Rarely,Sales,9.0,1.0,,,Sales Executive,3.0,8.0,5346.0,No,13.0,2.0,4.0,3.0,1.0
38.0,No,,Sales,16.0,2.0,Female,3.0,Sales Executive,2.0,2.0,4198.0,No,12.0,4.0,3.0,2.0,1.0
29.0,Yes,Travel_Rarely,Sales,9.0,2.0,Female,1.0,Sales Representative,2.0,1.0,2760.0,No,13.0,3.0,2.0,2.0,2.0
26.0,No,Travel_Rarely,Research & Development,7.0,3.0,Male,4.0,Laboratory Technician,1.0,,3578.0,No,12.0,3.0,7.0,7.0,0.0
45.0,No,Travel_Rarely,Research & Development,6.0,4.0,Male,3.0,Research Director,1.0,4.0,,Yes,14.0,4.0,0.0,0.0,
34.0,No,Travel_Rarely,Research & Development,1.0,1.0,Male,3.0,Manufacturing Director,2.0,1.0,4325.0,No,15.0,3.0,5.0,2.0,1.0
38.0,No,Travel_Frequently,Research & Development,7.0,4.0,Male,4.0,Research Scientist,3.0,1.0,2610.0,No,11.0,,4.0,2.0,0.0
55.0,No,Travel_Rarely,Sales,1.0,1.0,Male,3.0,Sales Executive,4.0,3.0,10239.0,No,14.0,3.0,1.0,0.0,1.0
18.0,Yes,Travel_Frequently,Sales,5.0,2.0,Male,3.0,Sales Representative,2.0,1.0,1878.0,Yes,14.0,3.0,0.0,0.0,0.0
40.0,No,Travel_Rarely,Research & Development,15.0,1.0,Female,2.0,Manufacturing Director,3.0,1.0,10435.0,No,13.0,3.0,18.0,15.0,
35.0,No,Travel_Rarely,Research & Development,21.0,4.0,Female,3.0,Healthcare Representative,4.0,1.0,4014.0,Yes,,1.0,10.0,,0.0
28.0,No,Non-Travel,Research & Development,1.0,3.0,Female,1.0,Laboratory Technician,4.0,0.0,6674.0,No,11.0,,9.0,8.0,7.0
20.0,No,Travel_Rarely,Sales,9.0,4.0,Male,3.0,Sales Representative,1.0,,,No,11.0,3.0,2.0,2.0,0.0
33.0,,Travel_Rarely,Research & Development,10.0,1.0,Male,1.0,Laboratory Technician,4.0,7.0,3408.0,No,13.0,3.0,4.0,3.0,1.0
31.0,No,Travel_Rarely,Research & Development,11.0,4.0,Male,3.0,,4.0,3.0,2356.0,Yes,19.0,3.0,6.0,4.0,0.0
40.0,No,Travel_Rarely,Research & Development,20.0,1.0,Male,3.0,Healthcare Representative,,4.0,10322.0,No,20.0,3.0,11.0,10.0,11.0
50.0,No,Travel_Frequently,Research & Development,2.0,4.0,Female,3.0,Manager,1.0,2.0,,No,22.0,3.0,2.0,2.0,2.0
27.0,No,Travel_Frequently,Research & Development,2.0,4.0,Male,3.0,Research Scientist,4.0,2.0,2580.0,No,13.0,2.0,4.0,2.0,1.0
28.0,No,Travel_Rarely,Research & Development,17.0,3.0,Male,3.0,Laboratory Technician,1.0,1.0,4558.0,No,12.0,3.0,10.0,0.0,1.0
36.0,No,Travel_Rarely,Research & Development,10.0,4.0,Male,3.0,Healthcare Representative,1.0,7.0,8321.0,Yes,13.0,3.0,12.0,8.0,5.0
53.0,No,Travel_Rarely,Research & Development,2.0,4.0,Male,4.0,,2.0,4.0,16598.0,No,12.0,2.0,9.0,8.0,8.0
42.0,No,Travel_Rarely,Research & Development,13.0,2.0,Male,4.0,Healthcare Representative,1.0,5.0,,No,18.0,2.0,0.0,0.0,0.0
37.0,No,Non-Travel,Research & Development,2.0,3.0,Male,2.0,Healthcare Representative,4.0,5.0,5163.0,No,,4.0,1.0,0.0,0.0
43.0,No,Travel_Rarely,Research & Development,14.0,,Male,3.0,Research Director,1.0,6.0,17159.0,No,24.0,3.0,4.0,1.0,1.0
23.0,No,Travel_Rarely,Research & Development,,4.0,Male,3.0,Research Scientist,3.0,1.0,1223.0,No,22.0,3.0,1.0,0.0,0.0
52.0,No,Travel_Rarely,Research & Development,8.0,3.0,Female,3.0,Laboratory Technician,1.0,9.0,2950.0,No,13.0,1.0,5.0,4.0,0.0
29.0,No,Travel_Rarely,Research & Development,1.0,1.0,Female,3.0,Research Scientist,4.0,1.0,3760.0,No,15.0,3.0,3.0,2.0,1.0
50.0,No,Travel_Rarely,Research & Development,7.0,2.0,Female,2.0,Research Director,,5.0,18740.0,Yes,12.0,2.0,27.0,3.0,13.0
42.0,No,Travel_Rarely,Sales,1.0,2.0,Male,3.0,Sales Executive,3.0,1.0,,No,25.0,3.0,20.0,16.0,11.0
34.0,No,Travel_Rarely,Research & Development,8.0,2.0,Male,,Laboratory Technician,3.0,2.0,4404.0,,,4.0,4.0,3.0,1.0
32.0,No,Travel_Rarely,Sales,4.0,3.0,Female,3.0,Sales Representative,2.0,2.0,3931.0,No,11.0,3.0,4.0,3.0,1.0
38.0,No,Travel_Rarely,Sales,3.0,1.0,Male,3.0,Sales Executive,3.0,0.0,10609.0,No,,2.0,16.0,10.0,5.0
30.0,No,Travel_Rarely,Research & Development,5.0,4.0,Female,3.0,Research Scientist,1.0,,3204.0,No,14.0,3.0,3.0,2.0,2.0
,No,Travel_Rarely,Sales,11.0,4.0,Female,2.0,Sales Executive,1.0,4.0,5380.0,No,16.0,3.0,0.0,0.0,0.0
27.0,No,Travel_Rarely,Research & Development,1.0,4.0,Male,3.0,Laboratory Technician,2.0,1.0,3816.0,No,,3.0,5.0,2.0,0.0
36.0,No,Travel_Rarely,Research & Development,3.0,,Female,3.0,Laboratory Technician,4.0,5.0,2835.0,No,22.0,3.0,1.0,0.0,0.0
,No,Travel_Rarely,Research & Development,2.0,3.0,Female,3.0,Laboratory Technician,,4.0,3377.0,No,17.0,2.0,4.0,3.0,0.0
37.0,Yes,Travel_Frequently,Research & Development,10.0,1.0,Male,3.0,Manufacturing Director,3.0,6.0,10048.0,No,11.0,3.0,1.0,0.0,0.0
33.0,No,Non-Travel,Research & Development,1.0,2.0,Male,2.0,Laboratory Technician,3.0,1.0,2008.0,,12.0,2.0,1.0,1.0,0.0
36.0,No,Travel_Rarely,Research & Development,27.0,3.0,Male,3.0,Healthcare Representative,3.0,6.0,5237.0,No,13.0,2.0,7.0,7.0,7.0
39.0,No,Travel_Frequently,Research & Development,8.0,3.0,Female,,Laboratory Technician,3.0,1.0,3755.0,No,11.0,3.0,8.0,3.0,0.0
,No,Non-Travel,Sales,8.0,1.0,Male,3.0,Sales Executive,4.0,4.0,5079.0,No,13.0,3.0,7.0,7.0,0.0
25.0,No,Travel_Rarely,Research & Development,1.0,1.0,Female,3.0,Manufacturing Director,3.0,0.0,,No,12.0,3.0,4.0,2.0,1.0
36.0,No,Travel_Rarely,Research & Development,1.0,,Female,3.0,Manufacturing Director,2.0,0.0,5228.0,No,15.0,3.0,9.0,7.0,0.0
37.0,No,Travel_Rarely,Research & Development,10.0,3.0,Male,3.0,Manufacturing Director,2.0,2.0,4197.0,Yes,12.0,2.0,1.0,0.0,0.0
51.0,No,Travel_Frequently,Sales,9.0,4.0,Male,,Manager,2.0,4.0,19847.0,Yes,24.0,2.0,29.0,10.0,11.0
49.0,No,Travel_Rarely,Research & Development,22.0,1.0,Female,,,2.0,3.0,16413.0,No,16.0,3.0,4.0,2.0,1.0
35.0,No,Non-Travel,Research & Development,2.0,4.0,Female,3.0,,1.0,2.0,5093.0,No,11.0,4.0,1.0,0.0,0.0
43.0,Yes,Travel_Frequently,Research & Development,17.0,3.0,Male,2.0,Research Scientist,3.0,9.0,2437.0,Yes,16.0,3.0,1.0,0.0,0.0
33.0,No,Travel_Frequently,Sales,7.0,4.0,Female,3.0,Sales Executive,2.0,0.0,4302.0,No,17.0,3.0,3.0,2.0,
26.0,No,Travel_Rarely,Sales,29.0,,Male,3.0,Sales Executive,3.0,5.0,4306.0,No,12.0,3.0,0.0,0.0,0.0
46.0,No,Travel_Rarely,Research & Development,7.0,4.0,Male,,Manufacturing Director,3.0,6.0,,No,13.0,3.0,8.0,7.0,0.0
56.0,Yes,Travel_Rarely,Research & Development,24.0,1.0,Male,3.0,Laboratory Technician,4.0,1.0,2587.0,No,16.0,3.0,4.0,2.0,
32.0,No,Travel_Frequently,Sales,9.0,4.0,Male,1.0,Sales Executive,4.0,0.0,4668.0,No,17.0,4.0,8.0,7.0,0.0
30.0,No,Travel_Frequently,Research & Development,3.0,3.0,Female,3.0,Research Scientist,3.0,1.0,2083.0,No,20.0,3.0,,0.0,0.0
30.0,Yes,Travel_Rarely,Sales,1.0,2.0,Male,2.0,,1.0,1.0,9714.0,No,11.0,3.0,,8.0,6.0
,No,Travel_Rarely,Research & Development,2.0,,,3.0,Manufacturing Director,4.0,0.0,4227.0,No,18.0,3.0,3.0,2.0,2.0
42.0,No,Travel_Rarely,Research & Development,6.0,3.0,Male,3.0,Research Director,,9.0,13348.0,No,13.0,,13.0,7.0,5.0
20.0,Yes,Travel_Rarely,Research & Development,11.0,4.0,Female,2.0,Research Scientist,1.0,1.0,2600.0,Yes,15.0,3.0,1.0,0.0,0.0
50.0,No,Travel_Rarely,Sales,8.0,4.0,Male,3.0,Sales Representative,,7.0,3875.0,No,15.0,3.0,2.0,2.0,2.0
19.0,Yes,Travel_Rarely,Research & Development,2.0,2.0,Male,2.0,Laboratory Technician,4.0,,1102.0,No,22.0,,1.0,0.0,1.0
31.0,No,Travel_Rarely,Sales,2.0,1.0,Male,3.0,Sales Representative,3.0,0.0,3067.0,,19.0,,2.0,2.0,1.0
29.0,No,Travel_Frequently,Sales,20.0,3.0,Female,3.0,Sales Representative,4.0,1.0,2157.0,No,15.0,3.0,3.0,1.0,0.0
42.0,No,Travel_Rarely,Research & Development,8.0,4.0,Male,3.0,Laboratory Technician,3.0,4.0,3968.0,No,13.0,3.0,0.0,0.0,0.0
36.0,No,Travel_Rarely,Sales,10.0,2.0,Female,2.0,Sales Executive,3.0,1.0,5673.0,Yes,13.0,3.0,,9.0,1.0
42.0,Yes,Travel_Frequently,Sales,12.0,3.0,Male,3.0,Sales Executive,1.0,0.0,13758.0,Yes,12.0,2.0,21.0,9.0,13.0
46.0,,Travel_Rarely,Sales,2.0,3.0,Female,3.0,Manager,1.0,8.0,17048.0,No,23.0,3.0,26.0,15.0,15.0
39.0,No,Travel_Rarely,Sales,24.0,2.0,Female,2.0,Sales Executive,4.0,0.0,12031.0,No,11.0,2.0,20.0,9.0,9.0
30.0,No,Travel_Rarely,Research & Development,24.0,4.0,Male,3.0,Laboratory Technician,3.0,1.0,2693.0,No,22.0,3.0,1.0,0.0,0.0
36.0,No,Travel_Rarely,Research & Development,4.0,1.0,Male,2.0,Laboratory Technician,4.0,1.0,5810.0,No,16.0,2.0,10.0,4.0,1.0
41.0,Yes,Travel_Rarely,Research & Development,2.0,2.0,Female,1.0,Laboratory Technician,4.0,4.0,2778.0,Yes,13.0,2.0,7.0,7.0,1.0
22.0,No,Non-Travel,Research & Development,26.0,,Female,2.0,Research Scientist,3.0,1.0,,Yes,14.0,2.0,4.0,2.0,1.0
21.0,Yes,Travel_Frequently,Sales,1.0,1.0,Female,2.0,Sales Representative,2.0,1.0,2174.0,Yes,,3.0,3.0,2.0,1.0
41.0,No,Travel_Rarely,Research & Development,7.0,2.0,Female,4.0,Research Scientist,3.0,1.0,3376.0,No,13.0,3.0,10.0,6.0,0.0
35.0,No,Travel_Rarely,Research & Development,1.0,4.0,Male,2.0,Laboratory Technician,1.0,1.0,,No,19.0,3.0,3.0,0.0,1.0
47.0,No,Travel_Rarely,Research & Development,5.0,4.0,Male,3.0,Research Director,3.0,4.0,18300.0,No,11.0,3.0,3.0,2.0,
45.0,No,,Research & Development,20.0,2.0,Male,1.0,Healthcare Representative,1.0,2.0,10851.0,Yes,18.0,3.0,7.0,7.0,
29.0,No,Travel_Frequently,Research & Development,2.0,1.0,Male,3.0,Healthcare Representative,4.0,1.0,8853.0,No,19.0,4.0,6.0,4.0,1.0
26.0,No,Travel_Rarely,Sales,5.0,4.0,Female,2.0,Sales Representative,3.0,0.0,2966.0,No,18.0,3.0,4.0,2.0,0.0
51.0,No,Travel_Rarely,Research & Development,,3.0,Male,,Research Scientist,4.0,1.0,2723.0,No,11.0,2.0,1.0,0.0,0.0
34.0,No,Travel_Frequently,Research & Development,22.0,3.0,Male,2.0,Research Scientist,4.0,1.0,5747.0,Yes,15.0,3.0,15.0,10.0,6.0
35.0,No,Travel_Rarely,Research & Development,9.0,3.0,Male,2.0,Healthcare Representative,2.0,9.0,6540.0,No,19.0,3.0,,1.0,0.0
40.0,Yes,Travel_Rarely,Research & Development,9.0,4.0,Male,3.0,,1.0,3.0,,No,14.0,1.0,5.0,4.0,1.0
42.0,No,Travel_Frequently,Research & Development,26.0,1.0,Female,3.0,Research Director,1.0,3.0,13191.0,,17.0,3.0,1.0,0.0,0.0
38.0,No,Travel_Rarely,Research & Development,,4.0,Female,3.0,Research Scientist,3.0,3.0,4317.0,Yes,20.0,3.0,3.0,2.0,2.0
24.0,Yes,Travel_Rarely,Sales,3.0,1.0,Female,3.0,Sales Executive,3.0,9.0,4577.0,No,14.0,3.0,2.0,2.0,2.0
39.0,No,Travel_Rarely,Sales,6.0,4.0,,4.0,Sales Executive,3.0,2.0,8237.0,No,11.0,3.0,7.0,6.0,7.0
40.0,No,Travel_Rarely,Research & Development,1.0,2.0,Male,3.0,Laboratory Technician,2.0,3.0,2387.0,No,22.0,3.0,4.0,,0.0
45.0,No,Travel_Rarely,Research & Development,1.0,1.0,Male,3.0,Healthcare Representative,2.0,1.0,7441.0,No,12.0,3.0,10.0,8.0,7.0
40.0,No,Travel_Rarely,Research & Development,2.0,3.0,Female,3.0,Research Scientist,3.0,2.0,2001.0,No,14.0,3.0,5.0,3.0,0.0
34.0,Yes,Travel_Frequently,Human Resources,23.0,2.0,Female,3.0,Human Resources,1.0,9.0,9950.0,Yes,15.0,3.0,3.0,2.0,0.0
32.0,No,,Research & Development,3.0,3.0,Female,3.0,Research Director,4.0,3.0,,No,15.0,3.0,7.0,7.0,7.0
50.0,No,Travel_Rarely,Research & Development,17.0,4.0,Female,2.0,Research Director,1.0,5.0,13269.0,,15.0,3.0,14.0,11.0,1.0
,No,Travel_Frequently,Sales,4.0,1.0,Male,,Sales Representative,4.0,,2793.0,No,17.0,3.0,9.0,8.0,5.0
29.0,Yes,Travel_Frequently,Research & Development,14.0,3.0,Female,3.0,Healthcare Representative,4.0,0.0,7553.0,Yes,12.0,3.0,,7.0,7.0
35.0,No,Travel_Frequently,Sales,1.0,3.0,Female,3.0,Sales Executive,3.0,1.0,,No,14.0,4.0,10.0,7.0,0.0
31.0,,Travel_Frequently,Sales,7.0,1.0,Female,3.0,Sales Executive,1.0,2.0,9637.0,No,,3.0,3.0,,2.0
38.0,No,Travel_Rarely,Research & Development,6.0,4.0,Female,2.0,Laboratory Technician,3.0,1.0,3702.0,No,11.0,3.0,5.0,4.0,0.0
27.0,No,Travel_Frequently,Sales,20.0,4.0,Female,3.0,Sales Executive,3.0,,9981.0,No,14.0,3.0,7.0,7.0,0.0
46.0,No,Travel_Rarely,Human Resources,5.0,2.0,Male,3.0,Human Resources,2.0,,5021.0,Yes,22.0,3.0,4.0,2.0,0.0
41.0,No,Travel_Rarely,Research & Development,9.0,3.0,Male,3.0,Laboratory Technician,1.0,2.0,2238.0,No,21.0,3.0,5.0,0.0,1.0
40.0,No,Travel_Rarely,Research & Development,14.0,3.0,Male,2.0,Research Director,3.0,1.0,19626.0,No,14.0,,,7.0,4.0
30.0,No,Travel_Rarely,Sales,29.0,3.0,Male,3.0,Sales Executive,1.0,8.0,,No,19.0,3.0,4.0,3.0,0.0
30.0,No,Travel_Rarely,Research & Development,,3.0,Male,3.0,Laboratory Technician,3.0,1.0,3491.0,No,13.0,2.0,10.0,7.0,8.0
34.0,No,Travel_Rarely,Research & Development,10.0,2.0,,3.0,Laboratory Technician,2.0,1.0,2008.0,No,14.0,3.0,1.0,0.0,1.0
40.0,No,Travel_Rarely,Sales,14.0,4.0,Female,3.0,Sales Executive,1.0,1.0,4639.0,No,15.0,3.0,5.0,4.0,1.0
29.0,No,Travel_Rarely,Sales,10.0,4.0,Male,3.0,Sales Representative,2.0,1.0,2297.0,No,,3.0,2.0,,2.0
46.0,No,Travel_Rarely,Research & Development,15.0,4.0,Male,3.0,Research Director,2.0,5.0,19081.0,No,11.0,3.0,4.0,2.0,0.0
,No,Travel_Rarely,Sales,9.0,3.0,Male,,Sales Executive,3.0,3.0,8189.0,Yes,13.0,,9.0,7.0,0.0
39.0,No,Non-Travel,Sales,21.0,1.0,Female,,Sales Executive,3.0,6.0,,No,19.0,,3.0,2.0,1.0
29.0,No,,Research & Development,10.0,4.0,Female,3.0,Research Scientist,2.0,,3291.0,No,14.0,2.0,7.0,5.0,1.0
52.0,No,Travel_Rarely,Research & Development,4.0,4.0,Female,3.0,Manager,4.0,2.0,16555.0,No,13.0,1.0,5.0,2.0,1.0
37.0,No,Travel_Rarely,Research & Development,4.0,3.0,Male,3.0,Research Scientist,3.0,7.0,2996.0,Yes,15.0,3.0,6.0,4.0,1.0
29.0,No,Travel_Rarely,Sales,3.0,2.0,Female,3.0,Sales Executive,3.0,1.0,,No,,2.0,6.0,0.0,1.0
44.0,No,Travel_Rarely,Human Resources,1.0,3.0,Female,3.0,Human Resources,4.0,4.0,3195.0,Yes,,3.0,2.0,2.0,2.0
45.0,Yes,Travel_Frequently,Sales,26.0,1.0,Female,3.0,Sales Executive,1.0,2.0,4286.0,No,14.0,3.0,1.0,1.0,0.0
25.0,No,Travel_Rarely,Sales,18.0,1.0,Male,4.0,Sales Executive,3.0,2.0,6232.0,No,11.0,2.0,3.0,2.0,
47.0,No,Travel_Frequently,Sales,4.0,2.0,Male,3.0,Sales Representative,3.0,3.0,2976.0,No,19.0,3.0,0.0,0.0,0.0
37.0,No,Travel_Rarely,Research & Development,,4.0,Female,3.0,Laboratory Technician,1.0,1.0,3034.0,No,12.0,2.0,18.0,7.0,12.0
41.0,Yes,Travel_Rarely,Sales,1.0,2.0,Female,3.0,,4.0,8.0,5993.0,Yes,11.0,,6.0,4.0,0.0
57.0,No,Travel_Rarely,Research & Development,1.0,4.0,Male,3.0,Healthcare Representative,3.0,2.0,6755.0,No,11.0,3.0,3.0,2.0,1.0
18.0,Yes,Non-Travel,Research & Development,8.0,3.0,Male,3.0,Laboratory Technician,3.0,1.0,1904.0,No,12.0,3.0,0.0,0.0,0.0
32.0,,Non-Travel,Research & Development,15.0,3.0,Female,3.0,Healthcare Representative,4.0,5.0,6667.0,No,18.0,3.0,5.0,1.0,1.0
26.0,No,Travel_Rarely,Sales,28.0,1.0,Male,3.0,Sales Executive,2.0,1.0,6272.0,No,20.0,4.0,5.0,3.0,1.0
33.0,Yes,Travel_Rarely,Sales,16.0,1.0,Female,3.0,Sales Executive,1.0,2.0,,Yes,20.0,2.0,0.0,0.0,0.0
35.0,No,Travel_Rarely,Research & Development,23.0,3.0,Female,3.0,,1.0,3.0,4014.0,Yes,15.0,3.0,2.0,2.0,2.0
32.0,No,Non-Travel,Research & Development,1.0,4.0,Male,,Laboratory Technician,4.0,0.0,2314.0,No,12.0,3.0,3.0,0.0,0.0
35.0,Yes,Travel_Rarely,,,3.0,Male,3.0,Sales Executive,4.0,1.0,5813.0,Yes,18.0,3.0,10.0,7.0,7.0
39.0,Yes,Non-Travel,Research & Development,2.0,1.0,Female,,Laboratory Technician,1.0,2.0,,Yes,23.0,4.0,1.0,0.0,0.0
,Yes,,Research & Development,7.0,3.0,Female,2.0,Manufacturing Director,1.0,7.0,10008.0,Yes,14.0,2.0,10.0,9.0,5.0
36.0,No,Travel_Frequently,Research & Development,3.0,4.0,Male,3.0,Laboratory Technician,2.0,4.0,2088.0,No,12.0,2.0,8.0,7.0,
31.0,No,Travel_Rarely,Sales,2.0,2.0,Male,3.0,Sales Executive,,4.0,6582.0,Yes,13.0,4.0,6.0,5.0,0.0
26.0,No,Travel_Rarely,Research & Development,6.0,3.0,Female,2.0,Research Scientist,2.0,,2368.0,No,19.0,2.0,5.0,4.0,4.0
39.0,Yes,Travel_Rarely,Research & Development,23.0,3.0,Male,3.0,Research Scientist,1.0,0.0,3904.0,No,13.0,3.0,5.0,2.0,0.0
27.0,No,Travel_Rarely,Research & Development,1.0,3.0,Female,3.0,Manufacturing Director,1.0,1.0,7412.0,No,11.0,3.0,9.0,7.0,0.0
44.0,Yes,Travel_Rarely,Research & Development,10.0,3.0,Male,3.0,Research Scientist,3.0,1.0,2936.0,Yes,11.0,3.0,6.0,4.0,0.0
45.0,No,Travel_Rarely,Research & Development,,4.0,Female,3.0,Laboratory Technician,4.0,3.0,2270.0,No,14.0,3.0,5.0,3.0,0.0
,No,Travel_Frequently,Research & Development,1.0,3.0,Male,2.0,Healthcare Representative,2.0,1.0,13503.0,No,,2.0,22.0,3.0,11.0
47.0,,Non-Travel,Research & Development,,3.0,Female,3.0,Research Director,2.0,0.0,11957.0,No,18.0,,13.0,8.0,5.0
34.0,No,Travel_Rarely,Research & Development,,4.0,Female,3.0,Research Scientist,2.0,2.0,2311.0,No,15.0,3.0,3.0,2.0,1.0
44.0,No,Travel_Rarely,Research & Development,29.0,4.0,Male,3.0,Research Scientist,4.0,1.0,4541.0,,25.0,3.0,20.0,11.0,13.0
,No,Travel_Frequently,,7.0,,Female,4.0,Sales Executive,1.0,2.0,4639.0,No,16.0,2.0,15.0,7.0,6.0
27.0,No,Non-Travel,Research & Development,8.0,1.0,Male,1.0,Laboratory Technician,3.0,1.0,4621.0,No,19.0,3.0,3.0,2.0,1.0
24.0,Yes,Travel_Rarely,Sales,1.0,,Female,3.0,Sales Representative,2.0,1.0,3202.0,Yes,16.0,3.0,5.0,3.0,1.0
39.0,No,Travel_Frequently,Research & Development,2.0,3.0,Female,3.0,Healthcare Representative,3.0,0.0,,No,25.0,3.0,19.0,,
36.0,,Travel_Rarely,Research & Development,9.0,4.0,Male,2.0,,3.0,0.0,3388.0,Yes,17.0,2.0,1.0,0.0,0.0
34.0,No,Non-Travel,Research & Development,3.0,3.0,Male,2.0,Research Scientist,4.0,3.0,2979.0,No,17.0,3.0,0.0,0.0,0.0
50.0,No,Travel_Frequently,Sales,,3.0,Female,3.0,Sales Executive,4.0,4.0,9208.0,No,11.0,3.0,2.0,2.0,2.0
41.0,No,Travel_Rarely,,2.0,4.0,Male,3.0,Manager,2.0,1.0,16015.0,No,19.0,3.0,22.0,10.0,0.0
31.0,Yes,Travel_Rarely,Research & Development,22.0,4.0,Male,3.0,Manufacturing Director,3.0,1.0,6179.0,Yes,15.0,2.0,10.0,2.0,6.0
39.0,No,Travel_Frequently,Research & Development,7.0,3.0,Male,2.0,Manager,,1.0,,No,15.0,3.0,21.0,,13.0
44.0,No,Travel_Rarely,Research & Development,1.0,2.0,Male,3.0,Research Scientist,4.0,6.0,2436.0,Yes,12.0,3.0,4.0,3.0,1.0
33.0,No,Travel_Rarely,Research & Development,25.0,4.0,Male,2.0,Manufacturing Director,2.0,1.0,4320.0,No,13.0,3.0,5.0,3.0,0.0
33.0,No,Travel_Rarely,Sales,8.0,3.0,Male,3.0,Sales Executive,3.0,0.0,7104.0,No,12.0,3.0,5.0,0.0,1.0
25.0,No,Travel_Rarely,Sales,8.0,1.0,Female,3.0,Sales Executive,3.0,0.0,4907.0,Yes,22.0,2.0,5.0,3.0,0.0
37.0,No,Travel_Rarely,Research & Development,25.0,3.0,Female,2.0,Healthcare Representative,,7.0,5731.0,No,13.0,3.0,6.0,2.0,1.0
37.0,No,Travel_Rarely,Research & Development,10.0,3.0,Female,3.0,Laboratory Technician,1.0,6.0,3452.0,No,20.0,3.0,5.0,4.0,0.0
27.0,Yes,Travel_Rarely,Sales,2.0,3.0,,3.0,Sales Representative,1.0,0.0,3041.0,No,,3.0,4.0,3.0,0.0
25.0,No,Travel_Rarely,Research & Development,2.0,4.0,Male,3.0,Laboratory Technician,3.0,6.0,3977.0,Yes,,2.0,2.0,2.0,0.0
30.0,No,Travel_Rarely,Sales,,4.0,Female,2.0,Sales Executive,3.0,1.0,6118.0,No,13.0,3.0,10.0,9.0,1.0
29.0,Yes,Travel_Rarely,Research & Development,25.0,3.0,Female,2.0,Research Scientist,2.0,5.0,2546.0,No,16.0,4.0,2.0,,
27.0,No,Non-Travel,Research & Development,3.0,3.0,Male,2.0,Research Scientist,3.0,1.0,2566.0,Yes,15.0,2.0,1.0,1.0,0.0
44.0,No,Travel_Rarely,Research & Development,,1.0,Female,2.0,Healthcare Representative,4.0,3.0,10248.0,No,14.0,3.0,22.0,6.0,5.0
23.0,,Travel_Rarely,Research & Development,4.0,1.0,Male,4.0,Research Scientist,1.0,2.0,2819.0,No,16.0,,3.0,2.0,0.0
43.0,No,Non-Travel,,7.0,4.0,Male,4.0,,4.0,4.0,2089.0,No,14.0,4.0,5.0,4.0,2.0
29.0,Yes,,Research & Development,7.0,2.0,Female,3.0,Laboratory Technician,3.0,3.0,3339.0,Yes,13.0,3.0,7.0,7.0,7.0
27.0,No,Travel_Frequently,Research & Development,15.0,4.0,,2.0,Research Scientist,,0.0,4774.0,No,19.0,2.0,7.0,6.0,7.0
,Yes,Travel_Rarely,Sales,10.0,3.0,Female,3.0,Sales Executive,2.0,5.0,7314.0,No,21.0,3.0,8.0,7.0,0.0
32.0,No,Travel_Rarely,Research & Development,6.0,3.0,Male,3.0,Research Scientist,3.0,3.0,3038.0,No,20.0,3.0,5.0,4.0,1.0
30.0,No,Travel_Rarely,Sales,5.0,2.0,Female,3.0,Sales Executive,4.0,2.0,9419.0,No,12.0,3.0,10.0,9.0,7.0
,No,Non-Travel,Sales,19.0,1.0,Male,3.0,,2.0,1.0,7642.0,Yes,13.0,3.0,10.0,0.0,0.0
